,Brand,Year,Model,Car/Suv,UsedOrNew,Transmission,DriveType,FuelType,FuelConsumption,Kilometres,CylindersinEngine,BodyType,Doors,Seats,Price,EngineL,CarAge,State
4904,Mitsubishi,2003.0,Triton,Ute / Tray,USED,Manual,Rear,Unleaded,11.5,186708.0,4,Ute / Tray,2,3,6995.0,2.4,21,NSW
4905,Ford,2017.0,Ranger,Ute / Tray,USED,Automatic,4WD,Diesel,8.1,157195.0,4,Ute / Tray,4,5,26990.0,2.2,7,NSW
4906,Toyota,2020.0,RAV4,SUV,USED,Automatic,Front,Unleaded,6.5,35525.0,4,SUV,5,5,41999.0,2.0,4,NSW
4907,Hyundai,2016.0,Tucson,SUV,USED,Automatic,Front,Unleaded,7.9,45819.0,4,SUV,4,5,27990.0,2.0,8,NSW
4909,Holden,2006.0,Rodeo,Ute / Tray,USED,Manual,4WD,Diesel,0.0,384500.0,4,Ute / Tray,2,2,9990.0,3.0,18,WA
4910,Holden,2016.0,Commodore,Wagon,USED,Automatic,Rear,Premium,11.7,130153.0,6,Wagon,4,5,24990.0,3.6,8,NSW
4911,Ford,2016.0,Focus,Hatchback,USED,Manual,AWD,Premium,8.1,49922.0,4,Hatchback,5,5,48990.0,2.3,8,NSW
4912,Volkswagen,2013.0,Touareg,SUV,USED,Automatic,AWD,Diesel,7.4,177873.0,6,SUV,4,5,19990.0,3.0,11,NSW
4913,Volkswagen,2013.0,Amarok,Ute / Tray,USED,Manual,Rear,Premium,9.5,224623.0,4,Ute / Tray,2,2,12444.0,2.0,11,NSW
4914,Toyota,2020.0,Yaris,Hatchback,USED,Automatic,Front,Hybrid,3.3,53370.0,3,Hatchback,5,5,34990.0,1.5,4,NSW
4915,Toyota,2017.0,Hilux,Ute / Tray,USED,Automatic,Rear,Unleaded,10.9,116000.0,4,Ute / Tray,2,2,24990.0,2.7,7,WA
4916,Holden,2016.0,Commodore,Sedan,USED,Manual,Rear,Unleaded,9.7,47940.0,6,Sedan,4,5,32995.0,3.6,8,NSW
4917,Mercedes-Benz,2014.0,ML250,SUV,USED,Automatic,AWD,Diesel,6.4,152300.0,4,SUV,4,5,29990.0,2.1,10,NSW
4919,Toyota,2016.0,FJ,SUV,USED,Automatic,4WD,Premium,11.4,94900.0,6,SUV,4,5,52790.0,4.0,8,NSW
4920,Toyota,2013.0,Hilux,Ute / Tray,USED,Automatic,4WD,Diesel,9.3,200056.0,4,Ute / Tray,4,5,32950.0,3.0,11,NSW
4921,MG,2022.0,HS,Alto Blacktown MG,DEMO,Automatic,Front,Unleaded,7.3,15.0,4,SUV,4,5,38690.0,1.5,2,NSW
4923,Mazda,2016.0,CX-5,SUV,USED,Automatic,Front,Unleaded,6.4,80638.0,4,SUV,4,5,25986.0,2.0,8,NSW
4924,Suzuki,2013.0,SX4,Hatchback,USED,Automatic,Front,Unleaded,7.6,113520.0,4,Hatchback,5,5,9894.0,2.0,11,NSW
4926,Audi,2015.0,A1,Hatchback,USED,Automatic,Front,Premium,5.9,91343.0,4,Hatchback,5,4,21990.0,1.8,9,NSW
4927,Volvo,2019.0,XC90,SUV,USED,Automatic,AWD,Diesel,5.9,151015.0,4,SUV,4,7,49900.0,2.0,5,NSW
4928,Nissan,2010.0,Maxima,Sedan,USED,Automatic,Front,Premium,10.2,105802.0,6,Sedan,4,5,9800.0,3.5,14,NSW
4929,Kia,2016.0,Sorento,SUV,USED,Automatic,AWD,Diesel,7.8,163866.0,4,SUV,4,7,21990.0,2.2,8,NSW
4930,Holden,2005.0,Astra,Convertible,USED,Manual,Front,Premium,9.0,122624.0,4,Convertible,2,4,3999.0,2.2,19,NSW
4931,Mitsubishi,2010.0,Pajero,SUV,USED,Automatic,4WD,Diesel,9.2,230179.0,4,SUV,4,7,20990.0,3.2,14,NSW
4932,Volkswagen,2011.0,Touareg,SUV,USED,Automatic,AWD,Diesel,7.6,168223.0,6,SUV,4,5,19990.0,3.0,13,NSW
4933,Renault,2023.0,Koleos,Peter Warren Renault,NEW,Automatic,Front,Unleaded,8.1,8.0,4,SUV,4,5,51234.0,2.5,1,NSW
4934,Audi,2018.0,A3,Hatchback,USED,Automatic,Front,Premium,5.0,39972.0,4,Hatchback,5,5,32800.0,1.4,6,NSW
4935,Honda,2019.0,CR-V,SUV,USED,Automatic,Front,Unleaded,7.3,80602.0,4,SUV,4,5,28986.0,1.5,5,NSW
4936,Toyota,2014.0,Hilux,Ute / Tray,USED,Automatic,Rear,Unleaded,11.5,77096.0,4,Ute / Tray,2,3,21500.0,2.7,10,NSW
4937,Hyundai,2018.0,Santa,SUV,USED,Automatic,AWD,Diesel,7.5,114449.0,4,SUV,4,7,39888.0,2.2,6,NSW
4938,Toyota,2008.0,Kluger,SUV,USED,Automatic,Front,Unleaded,11.0,250191.0,6,SUV,4,7,9850.0,3.5,16,NSW
4939,Honda,2017.0,Odyssey,Wagon,USED,Automatic,Front,Unleaded,7.8,50000.0,4,Wagon,4,7,38950.0,2.4,7,NSW
4940,Lexus,2005.0,RX330,SUV,USED,Automatic,4WD,Unleaded,17.2,151505.0,6,SUV,4,5,11800.0,3.3,19,NSW
4941,Ford,2010.0,Escape,SUV,USED,Automatic,4WD,Unleaded,10.5,106610.0,4,SUV,4,5,12990.0,2.3,14,NSW
4942,Mazda,2017.0,CX-9,SUV,USED,Automatic,Front,Unleaded,8.4,120507.0,4,SUV,4,7,28990.0,2.5,7,NSW
4943,Lexus,2018.0,NX300,SUV,USED,Automatic,AWD,Premium,7.9,37980.0,4,SUV,4,5,56990.0,2.0,6,NSW
4945,Subaru,2013.0,XV,SUV,USED,Manual,AWD,Unleaded,7.3,184281.0,4,SUV,4,5,12990.0,2.0,11,NSW
4946,Nissan,2014.0,Micra,Hatchback,USED,Automatic,Front,Unleaded,6.5,174697.0,3,Hatchback,5,5,6888.0,1.2,10,NSW
4947,Isuzu,2018.0,D-MAX,Ute / Tray,USED,Automatic,4WD,Diesel,7.7,128978.0,4,Ute / Tray,2,4,42995.0,3.0,6,NSW
4948,Hyundai,2012.0,Veloster,Hatchback,USED,Manual,Front,Unleaded,6.4,202000.0,4,Hatchback,3,4,10990.0,1.6,12,NSW
4949,Mercedes-Benz,2016.0,GLC43,SUV,USED,Automatic,AWD,Premium,8.8,119828.0,6,SUV,4,5,48490.0,3.0,8,NSW
4950,Mazda,2023.0,BT-50,Rockdale Mazda New,NEW,Automatic,4WD,Diesel,8.0,7.0,4,Ute / Tray,4,5,60888.0,3.0,1,NSW
4951,Mercedes-Benz,2019.0,GLC200,SUV,USED,Automatic,AWD,Premium,7.2,46465.0,4,SUV,4,5,68990.0,2.0,5,NSW
4952,Ssangyong,2023.0,Rexton,Hunter Valley Motor Group,NEW,Automatic,AWD,Diesel,8.7,7.0,4,SUV,4,7,48990.0,2.2,1,NSW
4953,Ford,2008.0,Falcon,Sedan,USED,Automatic,Rear,LPG,16.0,157557.0,6,Sedan,4,5,6999.0,4.0,16,NSW
4954,Ford,2013.0,Ranger,Ute / Tray,USED,Manual,4WD,Diesel,8.1,113222.0,4,Ute / Tray,2,3,19950.0,2.2,11,NSW
4955,LDV,2022.0,T60,Ute / Tray,USED,Automatic,4WD,Diesel,9.3,13366.0,4,Ute / Tray,4,5,39990.0,2.0,2,NSW
4956,Hyundai,2021.0,I30,Hatchback,USED,Manual,Front,Premium,8.5,16828.0,4,Hatchback,4,5,59800.0,2.0,3,NSW
4957,Hyundai,2023.0,Santa,Lancaster Automotive Holdings New Cars,NEW,Automatic,AWD,Diesel,6.1,45.0,4,SUV,4,7,71897.0,2.2,1,NSW
4958,Mazda,2001.0,Tribute,SUV,USED,Automatic,4WD,Unleaded,13.0,293647.0,6,SUV,4,5,4990.0,3.0,23,NSW
4959,Holden,2018.0,Commodore,Wagon,USED,Automatic,Front,Premium,7.7,71523.0,4,Wagon,4,5,24999.0,2.0,6,NSW
4960,Toyota,2018.0,C-HR,SUV,USED,Automatic,Front,Premium,5.5,112348.0,4,SUV,4,5,27990.0,1.2,6,NSW
4961,Audi,2021.0,Q7,SUV,USED,Automatic,AWD,Hybrid,7.0,52726.0,6,SUV,4,7,88990.0,3.0,3,NSW
4962,Mazda,2023.0,BT-50,Ute / Tray,USED,Automatic,4WD,Diesel,8.0,250.0,4,Ute / Tray,4,5,69990.0,3.0,1,NSW
4963,Holden,2011.0,Caprice,Sedan,USED,Automatic,Rear,Premium,14.5,257864.0,8,Sedan,4,5,10800.0,6.0,13,NSW
4964,Volvo,2015.0,XC60,SUV,USED,Automatic,AWD,Diesel,6.3,196645.0,5,SUV,4,5,17800.0,2.4,9,NSW
4966,Toyota,2018.0,Hilux,Ute / Tray,USED,Automatic,4WD,Diesel,8.5,75863.0,4,Ute / Tray,4,5,59990.0,2.8,6,NSW
4967,Holden,2008.0,Commodore,Wagon,USED,Automatic,Rear,Premium,14.6,252100.0,8,Wagon,4,5,18990.0,6.0,16,NSW
4968,Ford,2015.0,Everest,SUV,USED,Automatic,AWD,Diesel,8.5,190540.0,5,SUV,4,7,29990.0,3.2,9,NSW
4969,Mercedes-Benz,2011.0,E250,Coupe,USED,Automatic,Rear,Premium,7.9,93542.0,4,Coupe,2,4,24995.0,1.8,13,NSW
4970,Volvo,2011.0,XC90,SUV,USED,Automatic,AWD,Premium,11.5,224861.0,6,SUV,4,7,9990.0,3.2,13,NSW
4972,GWM,2021.0,Haval,SUV,USED,Automatic,Front,Premium,9.8,17584.0,4,SUV,4,5,34990.0,2.0,3,NSW
4973,BMW,2011.0,320D,Coupe,USED,Automatic,Rear,Diesel,5.3,173100.0,4,Coupe,2,4,14990.0,2.0,13,NSW
4974,Toyota,2004.0,Landcruiser,SUV,USED,Automatic,4WD,Unleaded,0.0,329187.0,8,SUV,4,8,19950.0,4.7,20,NSW
4975,Ssangyong,2023.0,Musso,Hunter Valley Motor Group,NEW,Automatic,4WD,Diesel,9.0,5.0,4,Ute / Tray,4,5,40290.0,2.2,1,NSW
4976,Mazda,2014.0,CX-9,SUV,USED,Automatic,4WD,Unleaded,11.2,113000.0,6,SUV,4,7,25950.0,3.7,10,NSW
4977,Holden,2009.0,Cruze,Sedan,USED,Manual,Front,Unleaded,7.0,59623.0,4,Sedan,4,5,6750.0,1.8,15,NSW
4978,Toyota,2023.0,Corolla,Hatchback,USED,Automatic,Front,Unleaded,6.0,52.0,4,Hatchback,5,5,35970.0,2.0,1,NSW
4979,Jeep,2015.0,Grand,SUV,USED,Automatic,4WD,Diesel,7.5,127382.0,6,SUV,4,5,35990.0,3.0,9,NSW
4980,Mitsubishi,2023.0,Triton,Ute / Tray,USED,Automatic,4WD,Diesel,8.6,55.0,4,Ute / Tray,4,5,45880.0,2.4,1,NSW
4981,Suzuki,2013.0,Swift,Hatchback,USED,Automatic,Front,Unleaded,6.2,130617.0,4,Hatchback,5,5,13990.0,1.4,11,NSW
4983,Kia,2022.0,Sportage,SUV,USED,Automatic,AWD,Diesel,6.3,5860.0,4,SUV,4,5,41888.0,2.0,2,NSW
4984,Mazda,2019.0,CX-5,SUV,USED,Automatic,AWD,Unleaded,8.2,65300.0,4,SUV,4,5,37990.0,2.5,5,NSW
4985,Volkswagen,2018.0,Tiguan,SUV,USED,Automatic,AWD,Premium,8.1,58018.0,4,SUV,4,5,41990.0,2.0,6,NSW
4986,Nissan,2011.0,Navara,Ute / Tray,USED,Manual,4WD,Diesel,9.8,223551.0,4,Ute / Tray,4,5,15990.0,2.5,13,NSW
4987,Holden,2009.0,Commodore,Sedan,USED,Automatic,Rear,LPG,14.2,197168.0,6,Sedan,4,5,8990.0,3.6,15,NSW
4988,Toyota,2021.0,Hilux,Ute / Tray,USED,Automatic,Rear,Diesel,7.5,39766.0,4,Ute / Tray,4,5,47950.0,2.8,3,NSW
4989,Jeep,2015.0,Wrangler,SUV,USED,Automatic,4WD,Unleaded,11.3,106830.0,6,SUV,2,4,39999.0,3.6,9,NSW
4990,Mitsubishi,2017.0,Triton,Ute / Tray,USED,Manual,4WD,Diesel,7.2,216306.0,4,Ute / Tray,4,5,27990.0,2.4,7,NSW
4991,Volkswagen,2009.0,Passat,Wagon,USED,Automatic,Front,Diesel,6.8,160007.0,4,Wagon,4,5,8980.0,2.0,15,NSW
4992,Toyota,2016.0,Hilux,Ute / Tray,USED,Automatic,Rear,Unleaded,10.9,161994.0,4,Ute / Tray,2,2,24950.0,2.7,8,NSW
4993,Isuzu,2018.0,MU-X,SUV,USED,Automatic,Front,Diesel,8.0,89550.0,4,SUV,4,7,34990.0,3.0,6,NSW
4994,Hyundai,2014.0,I30,Hatchback,USED,Automatic,Front,Unleaded,7.1,166805.0,4,Hatchback,5,5,9500.0,1.8,10,NSW
4996,Jeep,2012.0,Grand,SUV,USED,Automatic,AWD,Diesel,8.3,209380.0,6,SUV,4,5,14971.0,3.0,12,NSW
4997,Jaguar,2009.0,XF,Sedan,USED,Automatic,Rear,Premium,11.1,167680.0,8,Sedan,4,5,18888.0,5.0,15,NSW
4998,Nissan,2014.0,Qashqai,SUV,USED,Automatic,Front,Unleaded,6.9,123413.0,4,SUV,4,5,19986.0,2.0,10,NSW
4999,Subaru,2008.0,Impreza,Hatchback,USED,Manual,AWD,Premium,10.3,155359.0,4,Hatchback,5,5,34990.0,2.5,16,NSW
5000,Skoda,2016.0,Fabia,Wagon,USED,Automatic,Front,Premium,4.8,83418.0,4,Wagon,4,5,15800.0,1.2,8,NSW
5002,Hyundai,2019.0,Sonata,Sedan,USED,Automatic,Front,Unleaded,8.3,134536.0,4,Sedan,4,5,18888.0,2.4,5,NSW
5003,Kia,2009.0,RIO,Hatchback,USED,Manual,Front,Unleaded,6.7,182057.0,4,Hatchback,5,5,5800.0,1.4,15,NSW
5004,Mercedes-Benz,2015.0,C250,Sedan,USED,Automatic,Rear,Premium,6.0,99346.0,4,Sedan,4,5,31980.0,2.0,9,NSW
5005,Mazda,2017.0,BT-50,Ute / Tray,USED,Automatic,4WD,Diesel,9.2,40790.0,5,Ute / Tray,4,5,44999.0,3.2,7,NSW
5006,Hyundai,2011.0,IX35,SUV,USED,Automatic,AWD,Unleaded,9.2,199959.0,4,SUV,4,5,12913.0,2.4,13,NSW
5007,Nissan,2020.0,Leaf,Hatchback,USED,Automatic,Front,Electric,0.0,33250.0,0,Hatchback,5,5,52995.0,0.0,4,NSW
5009,Mazda,2022.0,CX-3,SUV,USED,Automatic,Front,Unleaded,6.3,23619.0,4,SUV,4,5,30986.0,2.0,2,NSW
5011,Holden,2019.0,Trailblazer,SUV,USED,Automatic,4WD,Diesel,8.6,104750.0,4,SUV,4,7,44986.0,2.8,5,NSW
5012,Holden,2016.0,Captiva,SUV,USED,Automatic,Front,Unleaded,9.0,156652.0,4,SUV,4,7,12990.0,2.4,8,NSW
5014,Toyota,2011.0,Hilux,Ute / Tray,USED,Automatic,4WD,Diesel,9.5,160878.0,4,Ute / Tray,4,5,26850.0,3.0,13,NSW
5015,Mazda,2014.0,BT-50,Ute / Tray,USED,Automatic,4WD,Diesel,9.2,197942.0,5,Ute / Tray,4,5,19913.0,3.2,10,NSW
5016,Honda,2008.0,Accord,Sedan,USED,Automatic,Front,Premium,8.9,66667.0,4,Sedan,4,5,15990.0,2.4,16,NSW
5017,Suzuki,2008.0,Grand,SUV,USED,Automatic,4WD,Unleaded,9.9,206258.0,4,SUV,4,5,11999.0,2.4,16,NSW
5018,Toyota,2021.0,RAV4,SUV,USED,Automatic,AWD,Hybrid,4.8,68606.0,4,SUV,5,5,53760.0,2.5,3,NSW
5019,Toyota,2002.0,Camry,Sedan,USED,Automatic,Front,Unleaded,9.5,102000.0,4,Sedan,4,5,6999.0,2.4,22,NSW
5020,Mitsubishi,2011.0,Triton,Ute / Tray,USED,Manual,4WD,Diesel,9.1,270610.0,4,Ute / Tray,4,5,12990.0,2.5,13,NSW
5022,Toyota,1998.0,Landcruiser,SUV,USED,Manual,4WD,Diesel,0.0,415902.0,6,SUV,4,6,14800.0,4.2,26,NSW
5023,Porsche,2018.0,718,Coupe,USED,Manual,Rear,Unleaded,9.1,22638.0,4,Coupe,2,2,169888.0,2.5,6,NSW
5024,Holden,2016.0,Colorado,Ute / Tray,USED,Manual,4WD,Diesel,7.9,124847.0,4,Ute / Tray,4,5,24800.0,2.8,8,NSW
5025,Mitsubishi,2017.0,ASX,SUV,USED,Automatic,4WD,Diesel,6.0,151963.0,4,SUV,4,5,22990.0,2.3,7,NSW
5026,Toyota,2019.0,Landcruiser,SUV,USED,Automatic,4WD,Diesel,8.0,110717.0,4,SUV,4,5,49950.0,2.8,5,NSW
5027,Toyota,2013.0,FJ,SUV,USED,Automatic,4WD,Premium,11.4,115630.0,6,SUV,4,5,52990.0,4.0,11,NSW
5028,Hyundai,2019.0,Kona,SUV,USED,Automatic,Front,Unleaded,7.2,44845.0,4,SUV,4,5,29888.0,2.0,5,NSW
5029,BMW,2014.0,218I,Hatchback,USED,Automatic,Front,Premium,5.2,176494.0,3,Hatchback,4,5,14800.0,1.5,10,NSW
5030,Toyota,2021.0,Corolla,Hatchback,USED,Automatic,Front,Hybrid,4.2,41556.0,4,Hatchback,5,5,30990.0,1.8,3,NSW
5031,Toyota,2019.0,Landcruiser,SUV,USED,Automatic,4WD,Diesel,8.0,32250.0,4,SUV,4,7,76990.0,2.8,5,NSW
5032,Kia,2017.0,Sportage,SUV,USED,Automatic,Front,Unleaded,7.9,82206.0,4,SUV,4,5,29990.0,2.0,7,NSW
5033,BMW,2016.0,X3,SUV,USED,Automatic,4WD,Diesel,5.4,82657.0,4,SUV,4,5,35990.0,2.0,8,NSW
5034,Toyota,2018.0,Hilux,Ute / Tray,USED,Manual,Rear,Unleaded,11.1,66914.0,4,Ute / Tray,2,2,29490.0,2.7,6,NSW
5036,Isuzu,2013.0,D-MAX,Ute / Tray,USED,Automatic,4WD,Diesel,8.1,200259.0,4,Ute / Tray,4,5,25800.0,3.0,11,NSW
5037,Skoda,2018.0,Superb,Wagon,USED,Automatic,Front,Premium,6.4,150994.0,4,Wagon,4,5,22990.0,2.0,6,NSW
5039,Mercedes-Benz,2013.0,A250,Hatchback,USED,Automatic,Front,Premium,6.6,96411.0,4,Hatchback,5,5,25888.0,2.0,11,NSW
5040,Volvo,2010.0,XC60,SUV,USED,Automatic,AWD,Premium,10.5,91491.0,6,SUV,4,5,15999.0,3.0,14,NSW
5041,Mercedes-Benz,2012.0,ML250,SUV,USED,Automatic,AWD,Diesel,6.4,170208.0,4,SUV,4,5,18913.0,2.1,12,NSW
5043,Ford,2016.0,Ranger,Ute / Tray,USED,Automatic,4WD,Diesel,9.0,277934.0,5,Ute / Tray,4,5,29995.0,3.2,8,NSW
5044,Honda,2005.0,Accord,Sedan,USED,Automatic,Front,Premium,9.4,176599.0,4,Sedan,4,5,6999.0,2.4,19,NSW
5045,Nissan,2011.0,Micra,Hatchback,USED,Automatic,Front,Unleaded,6.5,119674.0,3,Hatchback,5,5,8865.0,1.2,13,NSW
5046,Hyundai,2022.0,Tucson,SUV,USED,Automatic,AWD,Diesel,6.3,21441.0,4,SUV,4,5,57888.0,2.0,2,NSW
5047,Toyota,2016.0,RAV4,SUV,USED,Automatic,AWD,Unleaded,8.5,100488.0,4,SUV,4,5,20999.0,2.5,8,NSW
5050,Volkswagen,2007.0,Jetta,Sedan,USED,Automatic,Front,Premium,8.0,207512.0,4,Sedan,4,5,5840.0,2.0,17,NSW
5051,Mitsubishi,2020.0,Outlander,SUV,USED,Automatic,Front,Unleaded,7.2,50383.0,4,SUV,4,7,31990.0,2.4,4,NSW
5052,Holden,2019.0,Calais,Wagon,USED,Automatic,AWD,Premium,9.1,34587.0,6,Wagon,4,5,37990.0,3.6,5,NSW
5053,Mazda,2018.0,CX-5,SUV,USED,Automatic,Front,Unleaded,6.9,42242.0,4,SUV,4,5,32990.0,2.0,6,NSW
5054,Mitsubishi,2004.0,Magna,Sedan,USED,Automatic,Front,Unleaded,11.0,107999.0,6,Sedan,4,5,6949.0,3.5,20,NSW
5055,Ford,2019.0,Everest,SUV,USED,Automatic,4WD,Diesel,7.1,127846.0,4,SUV,4,7,47888.0,2.0,5,NSW
5056,Volkswagen,2020.0,Golf,Hatchback,USED,Automatic,AWD,Premium,7.2,48685.0,4,Hatchback,5,5,52556.0,2.0,4,NSW
5057,Nissan,2009.0,Navara,Ute / Tray,USED,Manual,4WD,Unleaded,13.6,225227.0,6,Ute / Tray,4,5,13885.0,4.0,15,NSW
5058,Honda,2007.0,Odyssey,Wagon,USED,Automatic,Front,Unleaded,9.4,268546.0,4,Wagon,4,7,6999.0,2.4,17,NSW
5059,Volkswagen,2016.0,Passat,Sedan,USED,Automatic,Front,Premium,6.0,50385.0,4,Sedan,4,5,25490.0,1.8,8,NSW
5060,Toyota,2016.0,Hilux,Ute / Tray,USED,Manual,Rear,Diesel,7.7,167561.0,4,Ute / Tray,2,2,22467.0,2.4,8,NSW
5061,Nissan,2015.0,Navara,Ute / Tray,USED,Manual,Rear,Diesel,6.3,121500.0,4,Ute / Tray,4,5,23990.0,2.3,9,NSW
5062,Volkswagen,2018.0,Tiguan,SUV,USED,Automatic,AWD,Premium,8.1,96402.0,4,SUV,4,5,38990.0,2.0,6,NSW
5063,Holden,2007.0,Commodore,Sedan,USED,Automatic,Rear,Unleaded,11.0,174240.0,6,Sedan,4,5,5990.0,3.6,17,NSW
5064,BMW,2015.0,X5,SUV,USED,Automatic,AWD,Diesel,6.2,181659.0,6,SUV,4,5,32990.0,3.0,9,NSW
5065,Hyundai,2014.0,Iload,Commercial,USED,Automatic,Rear,Diesel,8.8,142019.0,4,Commercial,4,6,26800.0,2.5,10,NSW
5066,Kia,2012.0,RIO,Hatchback,USED,Manual,Front,Unleaded,5.7,142588.0,4,Hatchback,5,5,9990.0,1.4,12,NSW
5067,Mercedes-Benz,2016.0,C250,Sedan,USED,Automatic,Rear,Diesel,4.5,98861.0,4,Sedan,4,5,39800.0,2.1,8,NSW
5068,GWM,2021.0,UTE,Ute / Tray,USED,Automatic,4WD,Diesel,9.4,44454.0,4,Ute / Tray,4,5,40888.0,2.0,3,NSW
5070,Ford,2004.0,Territory,SUV,USED,Automatic,Rear,Unleaded,13.1,159339.0,6,SUV,4,5,5995.0,4.0,20,NSW
5071,Volkswagen,2018.0,Amarok,Ute / Tray,USED,Automatic,4WD,Diesel,9.0,125071.0,6,Ute / Tray,4,5,39912.0,3.0,6,NSW
5072,Mazda,2008.0,3,Hatchback,USED,Automatic,Front,Unleaded,8.4,252686.0,4,Hatchback,5,5,6750.0,2.0,16,NSW
5073,Toyota,2022.0,RAV4,SUV,USED,Automatic,Front,Hybrid,4.7,12835.0,4,SUV,5,5,56990.0,2.5,2,NSW
5074,Ford,2021.0,Ranger,Ute / Tray,USED,Automatic,4WD,Diesel,7.4,26176.0,4,Ute / Tray,4,4,55990.0,2.0,3,NSW
5075,Honda,2010.0,Accord,Sedan,USED,Manual,Front,Premium,8.9,114281.0,4,Sedan,4,5,11913.0,2.4,14,NSW
5076,Hyundai,2022.0,Palisade,Suttons Hyundai Arncliffe- New/Demo,DEMO,Automatic,Front,Unleaded,10.7,2020.0,6,SUV,4,7,109990.0,3.8,2,NSW
5077,Audi,2013.0,Q7,SUV,USED,Automatic,AWD,Diesel,7.4,141048.0,6,SUV,4,7,20999.0,3.0,11,NSW
5078,Toyota,2020.0,Landcruiser,SUV,USED,Automatic,4WD,Diesel,9.5,128090.0,8,SUV,4,7,102990.0,4.5,4,NSW
5079,Land,2019.0,Rover,SUV,USED,Automatic,AWD,Premium,8.1,57274.0,4,SUV,4,5,59990.0,2.0,5,NSW
5080,Hyundai,2007.0,Santa,SUV,USED,Automatic,4WD,Diesel,8.1,221807.0,4,SUV,4,5,6995.0,2.2,17,NSW
5081,Nissan,2021.0,Navara,Ute / Tray,USED,Automatic,4WD,Diesel,7.9,49529.0,4,Ute / Tray,4,5,49990.0,2.3,3,NSW
5082,Jeep,2019.0,Renegade,SUV,USED,Manual,Front,Premium,6.0,66014.0,4,SUV,4,5,17990.0,1.6,5,NSW
5083,Ford,2018.0,Ranger,Ute / Tray,USED,Automatic,4WD,Diesel,8.8,141035.0,5,Ute / Tray,4,5,36990.0,3.2,6,NSW
5084,Toyota,2023.0,Landcruiser,Ute / Tray,USED,Manual,AWD,Diesel,10.7,1256.0,8,Ute / Tray,4,5,123999.0,4.5,1,NSW
5085,Toyota,2018.0,RAV4,SUV,USED,Automatic,Front,Unleaded,7.4,129320.0,4,SUV,4,5,27986.0,2.0,6,NSW
5086,MG,2022.0,HS,Alto North Shore MG,DEMO,Automatic,AWD,Unleaded,9.5,5.0,4,SUV,4,5,43990.0,2.0,2,NSW
5087,Kia,2020.0,Cerato,Hatchback,USED,Automatic,Front,Unleaded,7.4,44859.0,4,Hatchback,5,5,26995.0,2.0,4,NSW
5088,Volkswagen,2013.0,Touareg,SUV,USED,Automatic,AWD,Diesel,7.4,174061.0,6,SUV,4,5,22888.0,3.0,11,NSW
5089,Mercedes-Benz,2014.0,ML63,SUV,USED,Automatic,AWD,Premium,11.8,112072.0,8,SUV,4,5,64990.0,5.5,10,NSW
5090,Skoda,2018.0,Karoq,SUV,USED,Manual,Front,Unleaded,5.7,86989.0,4,SUV,4,5,19990.0,1.5,6,NSW
5091,Audi,2017.0,Q2,SUV,USED,Automatic,AWD,Diesel,5.0,72292.0,4,SUV,4,5,29990.0,2.0,7,NSW
5092,GWM,2021.0,Haval,SUV,USED,Automatic,Front,Premium,9.8,10206.0,4,SUV,4,5,34990.0,2.0,3,NSW
5093,Ford,2009.0,Falcon,Sedan,USED,Automatic,Rear,Unleaded,10.5,171500.0,6,Sedan,4,5,11990.0,4.0,15,NSW
5094,Nissan,2005.0,Navara,Ute / Tray,USED,Manual,4WD,Diesel,9.6,411737.0,4,Ute / Tray,2,2,11990.0,3.0,19,NSW
5095,Subaru,2018.0,Forester,SUV,USED,Automatic,AWD,Unleaded,7.4,40585.0,4,SUV,4,5,34990.0,2.5,6,NSW
5096,Mazda,2012.0,CX-9,SUV,USED,Automatic,4WD,Unleaded,11.3,63361.0,6,SUV,4,7,21913.0,3.7,12,NSW
5097,Ford,2018.0,Ranger,Ute / Tray,USED,Automatic,4WD,Diesel,8.7,179317.0,5,Ute / Tray,4,4,29800.0,3.2,6,NSW
5098,Lexus,2019.0,RX300,SUV,USED,Automatic,Front,Premium,8.1,56801.0,4,SUV,4,5,49990.0,2.0,5,NSW
5099,Subaru,2019.0,Forester,SUV,USED,Automatic,AWD,Unleaded,7.4,46510.0,4,SUV,4,5,36990.0,2.5,5,NSW
5101,Ford,2007.0,Falcon,Sedan,USED,Automatic,Rear,Unleaded,10.9,137837.0,6,Sedan,4,5,11990.0,4.0,17,NSW
5102,Kia,2022.0,Picanto,Hatchback,USED,Automatic,Front,Unleaded,5.8,51.0,4,Hatchback,5,5,23888.0,1.2,2,NSW
5103,Audi,2020.0,RS,Hatchback,USED,Automatic,AWD,Premium,8.9,21939.0,6,Hatchback,5,5,139980.0,2.9,4,NSW
5104,BMW,2018.0,X6,SUV,USED,Automatic,AWD,Diesel,6.3,99100.0,6,SUV,4,5,58990.0,3.0,6,NSW
5105,Ford,2017.0,Everest,SUV,USED,Automatic,AWD,Diesel,8.5,135834.0,5,SUV,4,7,40888.0,3.2,7,NSW
5106,Mercedes-Benz,2000.0,A190,Hatchback,USED,Automatic,Front,Unleaded,8.5,104431.0,4,Hatchback,5,5,6990.0,1.9,24,NSW
5107,Mazda,2019.0,BT-50,Ute / Tray,USED,Automatic,Rear,Diesel,8.6,18938.0,4,Ute / Tray,2,3,32990.0,2.2,5,NSW
5108,Volvo,2014.0,XC90,SUV,USED,Automatic,AWD,Premium,11.5,126477.0,6,SUV,4,7,20913.0,3.2,10,NSW
